,Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for,ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued,Not issued rate for ATVs,Uniform visas applied for,Total  uniform visas issued (including MEV),Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs),Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas
1238,Netherlands,RWANDA,KIGALI,0,0,0,0,0,1647848,1653874,24148,100.0%,0,0,0,3,3,0,0,0.0
962,Italy,KAZAKHSTAN,ASTANA,0,0,0,0,0,1279987,1284628,18896,17.9%,0,1185,5.9%,"20,009","18,824","1,185",5.9%,0.0
1814,Switzerland,ARGENTINA,BUENOS AIRES,0,0,0,0,0,2415557,2424473,35108,72.7%,1,0,0,34,34,0,0,0.0
1110,Luxembourg,INDIA,NEW DELHI,0,0,0,0,0,1477246,1482629,21712,92.4%,0,161,7.1%,"2,283","2,122",161,7.1%,0.0
224,Czech Republic,USA,"CHICAGO, IL",0,0,0,0,0,296360,297298,4853,7.8%,0,0,0,371,371,0,0,0.0
410,France,CHINA,SHENYANG,4,4,0,0,0,544266,546137,8392,4.1%,0,1941,3.0%,"63,805","61,776","1,941",3.0%,0.0
1635,Spain,ECUADOR,GUAYAQUIL,27,23,0,0,0,2176981,2184999,31702,27.0%,0,"4,089",17.6%,"23,28","18,745","4,089",17.6%,0.0
1476,Portugal,ISRAEL,TEL AVIV,0,0,0,0,0,1965061,1972281,28677,27.8%,3,15,4.4%,342,327,15,4.4%,0.0
1572,Slovenia,CANADA,OTTAWA,0,0,0,0,0,2093012,2100714,30504,100.0%,5,2,10.0%,20,18,2,10.0%,0.0
1628,Spain,COSTA RICA,SAN JOSE,2,2,0,0,0,2167651,2175634,31569,22.1%,0,2,2.0%,104,97,2,1.9%,0.0
1537,Slovakia,IRAN,TEHERAN,0,0,0,0,0,2046363,2053890,29838,7.1%,6,580,41.8%,"1,386",806,580,41.8%,0.0
105,Belgium,KUWAIT,KUWAIT,0,0,0,0,0,137753,138094,2589,86.4%,24,183,8.4%,"2,177","1,925",183,8.4%,0.0
282,Denmark,TAIWAN,TAIPEI,0,0,0,0,0,373664,374893,5957,45.2%,0,0,0,44,42,0,0,0.0
413,France,COMOROS,MORONI,0,0,0,0,0,548264,550151,8449,38.9%,252,591,37.0%,"1,599","1,222",591,37.0%,0.0
1652,Spain,GERMANY,FRANKFURT/MAIN,0,0,0,0,0,2199639,2207742,32026,0,1,0,0,5,5,0,0,0.0
206,Czech Republic,SAUDI ARABIA,RIYADH,0,0,0,0,0,272369,273216,4510,88.0%,67,586,4.2%,"13,901","13,315",586,4.2%,0.0
1883,Switzerland,SRI LANKA,COLOMBO,32,30,23,2,6.3%,2507522,2516784,36421,25.1%,247,1566,18.4%,"8,535","6,967","1,568",18.4%,0.0
630,Germany,MOLDOVA,CHISINAU,12,12,12,0,0,837488,840463,12579,93.4%,0,12,7.3%,176,164,12,6.8%,0.0
505,France,SINGAPORE,SINGAPORE,3,2,0,0,0,670884,673232,10200,49.9%,0,182,1.8%,"9,986","9,694",182,1.8%,0.0
1712,Spain,QATAR,DOHA,0,0,0,0,0,2279608,2288013,33168,43.4%,140,340,4.5%,"7,531","6,812",340,4.5%,0.0
1792,Sweden,ROMANIA,BUCHAREST,0,0,0,0,0,2386235,2395040,34690,42.9%,0,2,1.9%,105,98,2,1.9%,0.0
1705,Spain,PAKISTAN,ISLAMABAD,33,26,0,6,18.2%,2270279,2278648,33034,13.7%,16,"3,908",38.6%,"10,147","5,587","3,914",38.6%,0.0
211,Czech Republic,SOUTH KOREA,SEOUL,0,0,0,0,0,279033,279906,4606,3.9%,1,3,2.3%,131,128,3,2.3%,0.0
155,Czech Republic,BELARUS,MINSK,0,0,0,0,0,204394,204986,3540,52.1%,0,5,0.0%,"12,749","12,744",5,0.0%,0.0
1061,Latvia,TURKEY,ANKARA,0,0,0,0,0,1411937,1417075,20780,66.8%,0,110,9.6%,"1,15","1,043",110,9.6%,0.0
55,Austria,UNITED ARAB EMIRATES,ABU DHABI,1,1,0,0,0,71112,71202,1637,73.5%,30,875,19.0%,"4,613","3,738",875,19.0%,0.0
1848,Switzerland,INDONESIA,JAKARTA,0,0,0,0,0,2460873,2469960,35755,12.4%,2,228,2.7%,"8,452","8,224",228,2.7%,0.0
785,Greece,THAILAND,BANGKOK,0,0,0,0,0,1044076,1047829,15528,8.0%,0,39,1.1%,"3,685","3,646",39,1.1%,0.0
1506,Portugal,TUNISIA,TUNIS,0,0,0,0,0,2005046,2012416,29248,26.1%,4,167,11.5%,"1,447","1,28",167,11.5%,0.0
543,France,VIETNAM,HO CHI MINH,0,0,0,0,0,721532,724071,10923,7.1%,21,2651,7.8%,"34,061","30,896","2,651",7.8%,0.0
428,France,ETHIOPIA,ADDIS ABEBA,4,2,0,1,25.0%,568257,570218,8735,11.1%,6,1178,25.5%,"4,619","3,317","1,179",25.5%,0.0
1239,Netherlands,SAUDI ARABIA,JEDDAH,10,0,0,10,100.0%,1649181,1655212,24167,99.9%,6,359,17.0%,"2,126","1,712",369,17.4%,0.0
1535,Slovakia,INDIA,NEW DELHI,2,0,0,2,100.0%,2043698,2051214,29799,33.2%,235,42,5.2%,806,762,44,5.5%,0.0
1490,Portugal,QATAR,DOHA,0,0,0,0,0,1983721,1991011,28943,71.4%,7,94,13.1%,719,625,94,13.1%,0.0
646,Germany,PAKISTAN,ISLAMABAD,0,0,0,0,0,858813,861869,12883,56.1%,41,2404,26.0%,"9,229","6,825","2,404",26.0%,0.0
1674,Spain,JAMAICA,KINGSTON,7,7,0,0,0,2228961,2237175,32444,16.5%,0,46,1.6%,"2,936","2,855",46,1.6%,0.0
1348,Poland,BELGIUM,BRUSSELS,0,0,0,0,0,1794459,1801037,26241,0,0,0,0,2,2,0,0,0.0
1364,Poland,CYPRUS,NICOSIA,0,0,0,0,0,1815784,1822442,26546,31.3%,1,24,19.8%,121,97,24,19.8%,0.0
504,France,SEYCHELLES,VICTORIA,0,0,0,0,0,669552,671895,10181,50.0%,0,0,0,2,2,0,0,0.0
1565,Slovakia,VIETNAM,HANOI,0,0,0,0,0,2083683,2091349,30370,9.1%,3,18,6.8%,263,245,18,6.8%,0.0
1185,Netherlands,GERMANY,BERLIN,0,0,0,0,0,1577208,1582968,23139,0,0,1,100.0%,1,0,1,100.0%,0.0
1606,Spain,BANGLADESH,DHAKA,5,1,0,4,80.0%,2138329,2146201,31150,8.7%,5,737,33.2%,"2,222","1,369",741,33.3%,0.0
1867,Switzerland,PAKISTAN,ISLAMABAD,0,0,0,0,0,2486197,2495379,36117,9.2%,340,1811,41.1%,"4,401","2,59","1,811",41.1%,0.0
966,Italy,LEBANON,BEIRUT,2,2,0,0,0,1285318,1289980,18972,74.2%,645,1990,8.7%,"22,934","20,944","1,99",8.7%,0.0
348,Finland,ROMANIA,BUCHAREST,0,0,0,0,0,461630,463191,7213,66.7%,1,3,18.8%,16,13,3,18.8%,0.0
850,Hungary,PERU,LIMA,0,0,0,0,0,1130710,1134789,16765,50.0%,0,0,0,4,4,0,0,0.0
511,France,SUDAN,KHARTOUM,0,0,0,0,0,678881,681260,10314,25.8%,52,812,25.1%,"3,236","2,272",812,25.1%,0.0
517,France,TANZANIA,DAR ES SALAAM,0,0,0,0,0,686878,689287,10428,31.9%,36,224,14.7%,"1,52","1,288",224,14.7%,0.0
169,Czech Republic,CUBA,HAVANA,0,0,0,0,0,223054,223716,3806,11.3%,0,79,19.0%,415,336,79,19.0%,0.0
191,Czech Republic,MEXICO,MEXICO CITY,0,0,0,0,0,252376,253149,4225,7.3%,0,2,2.3%,87,82,2,2.3%,0.0
1818,Switzerland,BANGLADESH,DHAKA,0,0,0,0,0,2420888,2429824,35185,13.9%,74,434,22.9%,"1,897","1,463",434,22.9%,0.0
189,Czech Republic,LEBANON,BEIRUT,0,0,0,0,0,249711,250473,4187,30.0%,40,687,12.4%,"5,542","4,854",687,12.4%,0.0
499,France,SAINT LUCIA,CASTRIES,18,17,0,0,0,662887,665205,10086,25.2%,0,21,3.9%,559,502,21,3.8%,0.0
580,Germany,CROATIA,ZAGREB,2,2,2,0,0,770847,773571,11627,99.6%,0,10,4.2%,242,232,10,4.1%,0.0
1130,Malta,AUSTRALIA,SYDNEY,0,0,0,0,0,1503902,1509386,22093,8.7%,5,0,0,25,28,0,0,0.0
677,Germany,TAIWAN,TAIPEI,0,0,0,0,0,900131,903342,13473,48.3%,0,23,6.8%,340,317,23,6.8%,0.0
121,Belgium,RUSSIAN FEDERATION,MOSCOW,0,0,0,0,0,159078,159500,2893,59.0%,21,465,3.4%,"13,859","13,234",465,3.4%,0.0
1822,Switzerland,CANADA,MONTREAL,2,2,1,0,0,2426220,2435176,35261,99.3%,25,24,2.0%,"1,194","1,17",24,2.0%,0.0
1128,Malta,AUSTRALIA,CANBERRA,0,0,0,0,0,1501237,1506711,22055,66.7%,0,0,0,3,3,0,0,0.0
1135,Malta,INDIA,NEW DELHI,0,0,0,0,0,1510566,1516076,22188,32.8%,52,809,22.9%,"3,539","2,682",809,22.9%,0.0
363,Finland,TURKEY,ANKARA,0,0,0,0,0,481623,483258,7498,65.0%,17,928,23.1%,"4,014","3,006",928,23.1%,0.0
94,Belgium,INDIA,NEW DELHI,0,0,0,0,0,123092,123378,2379,66.6%,0,888,12.5%,"7,117","6,052",888,12.5%,0.0
535,France,USA,"MIAMI, FL",0,0,0,0,0,710869,713368,10771,29.0%,0,40,2.9%,"1,396","1,35",40,2.9%,0.0
557,Germany,BENIN,COTONOU,0,0,0,0,0,740191,742800,11190,20.9%,6,190,27.2%,699,509,190,27.2%,0.0
370,France,AFGHANISTAN,KABUL,0,0,0,0,0,490953,492623,7631,59.1%,50,3,0.4%,677,706,3,0.4%,0.0
1815,Switzerland,AUSTRALIA,SYDNEY,0,0,0,0,0,2416890,2425811,35127,24.3%,5,1,0.1%,"1,119","1,118",1,0.1%,0.0
218,Czech Republic,TURKEY,ANKARA,0,0,0,0,0,288363,289271,4739,59.7%,2,444,3.9%,"11,479","11,032",444,3.9%,0.0
407,France,CHINA,CHENGDU,1,1,0,0,0,540267,542124,8335,6.4%,0,1373,1.8%,"78,33","76,504","1,373",1.8%,0.0
1044,Italy,ZIMBABWE,HARARE,0,0,0,0,0,1389279,1394332,20456,76.5%,0,35,3.3%,"1,045","1,01",35,3.3%,0.0
1827,Switzerland,CHINA,GUANGZHOU (CANTON),0,0,0,0,0,2432884,2441865,35356,35.2%,0,245,1.6%,"15,413","15,168",245,1.6%,0.0
1425,Poland,UKRAINE,LVIV,0,0,0,0,0,1897087,1904051,27706,87.2%,0,694,6.4%,"10,909","10,215",694,6.4%,0.0
1029,Italy,USA,"BOSTON, MA",1,1,0,0,0,1369287,1374264,20171,21.5%,0,6,0.5%,"1,22","1,214",6,0.5%,0.0
1340,Poland,ARGENTINA,BUENOS AIRES,0,0,0,0,0,1783796,1790334,26089,66.7%,0,1,25.0%,4,3,1,25.0%,0.0
1695,Spain,NAMIBIA,WINDHOEK,0,0,0,0,0,2256950,2265269,32844,13.1%,2,40,2.8%,"1,425","1,341",40,2.8%,0.0
399,France,CANADA,MONTREAL,5,5,0,0,0,529605,531421,8183,5.2%,1,739,11.3%,"6,57","5,534",739,11.2%,0.0
597,Germany,HONDURAS,TEGUCIGALPA,0,0,0,0,0,793505,796314,11951,100.0%,0,0,0,14,14,0,0,0.0
1418,Poland,THAILAND,BANGKOK,0,0,0,0,0,1887757,1894686,27573,4.5%,0,60,2.9%,"2,051","1,991",60,2.9%,0.0
1177,Netherlands,CYPRUS,NICOSIA,0,0,0,0,0,1566545,1572265,22987,0,0,14,73.7%,19,0,14,73.7%,0.0
1025,Italy,UNITED ARAB EMIRATES,DUBAI,5,4,4,1,20.0%,1363955,1368912,20095,48.9%,2,"6,709",22.4%,"29,912","23,202","6,71",22.4%,0.0
782,Greece,SOUTH KOREA,SEOUL,0,0,0,0,0,1040078,1043816,15471,13.4%,0,7,7.9%,89,82,7,7.9%,0.0
1520,Portugal,ZIMBABWE,HARARE,0,0,0,0,0,2023705,2031146,29514,34.2%,0,15,4.0%,372,357,15,4.0%,0.0
1451,Portugal,CANADA,MONTREAL,0,0,0,0,0,1931740,1938835,28201,5.6%,2,2,1.2%,164,162,2,1.2%,0.0
1529,Slovakia,CROATIA,ZAGREB,0,0,0,0,0,2035701,2043187,29685,100.0%,0,0,0,5,5,0,0,0.0
168,Czech Republic,CROATIA,ZAGREB,0,0,0,0,0,221721,222378,3787,58.7%,0,1,1.6%,64,63,1,1.6%,0.0
293,Estonia,CANADA,OTTAWA,0,0,0,0,0,388325,389609,6166,57.1%,0,0,0,56,56,0,0,0.0
249,Denmark,GHANA,ACCRA,1,0,0,0,0,329680,330744,5329,44.8%,0,1385,51.2%,"2,706","1,185","1,385",51.2%,0.0
157,Czech Republic,BOSNIA AND HERZEGOVINA,SARAJEVO,0,0,0,0,0,207060,207662,3578,28.8%,1,0,0,105,105,0,0,0.0
991,Italy,PHILIPPINES,MANILA,0,0,0,0,0,1318639,1323426,19448,76.9%,0,2553,10.9%,"23,478","20,925","2,553",10.9%,0.0
1570,Slovenia,BOSNIA AND HERZEGOVINA,SARAJEVO,0,0,0,0,0,2090347,2098039,30465,100.0%,2,8,14.3%,56,48,8,14.3%,0.0
10,Austria,CHINA,BEIJING,1,1,0,0,0,36365,35764,1125,3.1%,4,597,1.6%,"36,366","35,769",597,1.6%,0.0
1326,Norway,SRI LANKA,COLOMBO,0,0,0,0,0,1765137,1771604,25822,0,22,110,11.8%,933,823,110,11.8%,0.0
1170,Netherlands,CHINA,SHENYANG,0,0,0,0,0,1557215,1562900,22854,97.0%,0,80,5.4%,"1,469","1,384",80,5.4%,0.0
318,Finland,CHINA,SHANGHAI,0,0,0,0,0,421645,423055,6642,7.7%,7,406,2.9%,"14,199","13,756",406,2.9%,0.0
1762,Sweden,COLOMBIA,BOGOTA,0,0,0,0,0,2346250,2354905,34119,35.2%,3,245,19.0%,"1,29",982,245,19.0%,0.0
1744,Spain,USA,"MIAMI, FL",0,0,0,0,0,2322259,2330824,33776,2.9%,0,20,0.4%,"4,748","4,718",20,0.4%,0.0
298,Estonia,INDIA,NEW DELHI,0,0,0,0,0,394989,396298,6261,64.6%,3,898,37.0%,"2,425","1,527",898,37.0%,0.0
796,Greece,URUGUAY,MONTEVIDEO,0,0,0,0,0,1058738,1062546,15737,0,0,0,0,2,2,0,0,0.0
1088,Lithuania,ROMANIA,BUCHAREST,0,0,0,0,0,1447923,1453197,21294,60.7%,0,1,3.7%,27,28,1,3.7%,0.0
1350,Poland,BRAZIL,CURITIBA,0,0,0,0,0,1797125,1803712,26279,50.0%,0,10,62.5%,16,6,10,62.5%,0.0
885,Italy,AFGHANISTAN,KABUL,0,0,0,0,0,1177359,1181614,17431,55.1%,35,4,3.1%,128,124,4,3.1%,0.0
417,France,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,3,3,0,0,0,553595,555502,8526,1.0%,0,70,9.0%,783,579,70,8.9%,0.0
1037,Italy,USA,"SAN FRANCISCO, CA",0,0,0,0,0,1379949,1384967,20323,99.9%,0,20,0.7%,"2,981","2,961",20,0.7%,0.0
830,Hungary,IRAN,TEHERAN,0,0,0,0,0,1104054,1108032,16384,25.2%,34,512,10.1%,"5,051","4,539",512,10.1%,0.0
1539,Slovakia,ISRAEL,TEL AVIV,0,0,0,0,0,2049029,2056565,29876,91.0%,3,1,0.9%,115,114,1,0.9%,0.0
108,Belgium,MEXICO,MEXICO CITY,0,0,0,0,0,141751,142108,2646,68.6%,0,0,0,56,51,0,0,0.0
949,Italy,INDIA,KOLKATA,0,0,0,0,0,1262660,1267236,18649,99.8%,0,1011,11.3%,"8,938","7,927","1,011",11.3%,0.0
1793,Sweden,RUSSIAN FEDERATION,MOSCOW,0,0,0,0,0,2387568,2396378,34709,68.2%,92,391,1.7%,"22,46","21,695",391,1.7%,0.0
1656,Spain,GREECE,ATHENS,0,0,0,0,0,2204970,2213093,32102,0,1,0,0,13,12,0,0,0.0
903,Italy,BELGIUM,BRUSSELS,0,0,0,0,0,1201350,1205695,17773,50.0%,0,0,0,2,2,0,0,0.0
314,Finland,BULGARIA,SOFIA,0,0,0,0,0,416314,417704,6566,64.6%,7,6,5.4%,111,103,6,5.4%,0.0
1156,Netherlands,BAHRAIN,MANAMA,0,0,0,0,0,1538556,1544170,22588,0,0,3,100.0%,3,0,3,100.0%,0.0
999,Italy,SAUDI ARABIA,JEDDAH,0,0,0,0,0,1329302,1334128,19600,97.5%,0,922,7.5%,"12,213","11,291",922,7.5%,0.0
1376,Poland,INDIA,NEW DELHI,0,0,0,0,0,1831778,1838496,26774,33.4%,23,970,21.0%,"4,614","3,644",970,21.0%,0.0
1794,Sweden,SAUDI ARABIA,RIYADH,0,0,0,0,0,2388900,2397716,34728,75.2%,121,769,25.5%,"3,012","2,073",769,25.5%,0.0
1303,Norway,ISRAEL,TEL AVIV,0,0,0,0,0,1734482,1740834,25385,9.5%,1,3,12.0%,25,22,3,12.0%,0.0
1608,Spain,BOLIVIA,LA PAZ,0,0,0,0,0,2140994,2148877,31189,7.5%,0,"2,395",21.5%,"11,145","8,384","2,395",21.5%,0.0
393,France,BURKINA FASO,OUAGADOUGOU,0,0,0,0,0,521608,523394,8069,30.9%,0,1713,14.6%,"11,769","9,69","1,713",14.6%,0.0
1049,Latvia,CHINA,BEIJING,0,0,0,0,0,1395943,1401021,20552,28.7%,0,64,2.9%,"2,17","2,075",64,2.9%,0.0
687,Germany,TURKMENISTAN,ASHGABAT,0,0,0,0,0,913459,916720,13663,39.9%,9,127,2.9%,"4,362","4,235",127,2.9%,0.0
989,Italy,PARAGUAY,ASUNCION,0,0,0,0,0,1315973,1320750,19410,61.5%,0,0,0,26,26,0,0,0.0
490,France,PANAMA,PANAMA CITY,7,7,0,0,0,650892,653165,9915,4.5%,0,7,6.9%,109,95,7,6.4%,0.0
299,Estonia,IRELAND,DUBLIN,0,0,0,0,0,396322,397636,6280,49.0%,0,0,0,49,49,0,0,0.0
1540,Slovakia,JAPAN,TOKYO,0,0,0,0,0,2050362,2057903,29895,23.1%,0,0,0,13,13,0,0,0.0
552,Germany,AZERBAIJAN,BAKU,0,0,0,0,0,733527,736111,11094,57.4%,1,1846,14.0%,"13,224","11,378","1,846",14.0%,0.0
1310,Norway,MALAWI,LILONGWE,0,0,0,0,0,1743811,1750199,25518,14.0%,5,11,8.0%,137,126,11,8.0%,0.0
938,Italy,ETHIOPIA,ADDIS ABEBA,1,1,0,0,0,1247999,1252520,18439,29.7%,444,268,6.9%,"3,901","3,633",268,6.9%,0.0
424,France,DOMINICAN REPUBLIC,SANTO DOMINGO,80,60,0,19,23.8%,562925,564867,8659,15.3%,0,1171,22.1%,"5,374","4,139","1,19",22.1%,0.0
1079,Lithuania,ISRAEL,TEL AVIV,0,0,0,0,0,1435928,1441156,21122,51.5%,1,1,2.8%,36,34,1,2.8%,0.0
443,France,INDIA,MUMBAI,43,35,0,8,18.6%,588249,590286,9020,16.3%,0,8171,11.7%,"69,646","60,997","8,179",11.7%,0.0
1531,Slovakia,CYPRUS,NICOSIA,0,0,0,0,0,2038367,2045863,29723,95.1%,4,21,2.2%,973,952,21,2.2%,0.0
848,Hungary,NORTH MACEDONIA,SKOPJE,0,0,0,0,0,1128045,1132114,16727,48.7%,0,1,2.5%,40,39,1,2.5%,0.0
1292,Norway,CHINA,SHANGHAI,0,0,0,0,0,1719820,1726117,25176,3.1%,4,141,0.5%,"27,435","27,294",141,0.5%,0.0
1408,Poland,SENEGAL,DAKAR,0,0,0,0,0,1874429,1881308,27383,33.7%,0,235,53.0%,443,208,235,53.0%,0.0
1397,Poland,NORTH MACEDONIA,SKOPJE,0,0,0,0,0,1859767,1866591,27174,0,739,183,19.8%,922,739,183,19.8%,0.0
1442,Portugal,AUSTRALIA,CANBERRA,0,0,0,0,0,1919745,1926794,28030,35.3%,0,2,10.5%,19,17,2,10.5%,0.0
373,France,ALGERIA,ANNABA,0,0,0,0,0,494951,496637,7688,16.8%,56,65836,48.7%,"135,208","70,64","65,836",48.7%,0.0
1685,Spain,MEXICO,GUADALAJARA,6,5,0,0,0,2243622,2251891,32654,2.1%,0,0,0,148,150,0,0,0.0
667,Germany,SINGAPORE,SINGAPORE,2,2,2,0,0,886803,889964,13283,100.0%,6,31,0.7%,"4,593","4,562",31,0.7%,0.0
1756,Sweden,BANGLADESH,DHAKA,4,3,0,0,0,2338253,2346878,34005,22.3%,56,"2,637",37.5%,"7,029","4,296","2,637",37.5%,0.0
819,Hungary,CHINA,CHONGQING,0,0,0,0,0,1089393,1093316,16175,15.2%,1,66,1.4%,"4,619","4,553",66,1.4%,0.0
1267,Netherlands,UNITED KINGDOM,EDINBURGH,2,2,2,0,0,1686500,1692671,24700,98.8%,5,7,0.5%,"1,397","1,377",7,0.5%,0.0
1494,Portugal,SAUDI ARABIA,RIYADH,0,0,0,0,0,1989052,1996362,29019,84.3%,0,639,9.8%,"6,509","5,87",639,9.8%,0.0
699,Germany,USA,"MIAMI, FL",17,17,1,0,0,929453,932775,13892,42.6%,9,9,1.6%,565,556,9,1.6%,0.0
78,Belgium,COLOMBIA,BOGOTA,0,0,0,0,0,101767,101972,2075,85.7%,0,0,0,16,14,0,0,0.0
793,Greece,UKRAINE,ODESA,0,0,0,0,0,1054739,1058532,15680,33.7%,0,35,4.7%,739,704,35,4.7%,0.0
48,Austria,SYRIA,DAMASCUS,0,0,0,0,0,61782,61837,1504,27.5%,9,0,0,231,231,0,0,0.0
1076,Lithuania,GEORGIA,TBILISSI,0,0,0,0,0,1431930,1437143,21065,13.9%,1,83,19.3%,431,333,83,19.3%,0.0
835,Hungary,JORDAN,AMMAN,0,0,0,0,0,1110718,1114722,16479,55.6%,5,204,12.9%,"1,579","1,375",204,12.9%,0.0
728,Greece,CANADA,TORONTO,0,0,0,0,0,968105,971572,14443,43.6%,1,24,3.8%,628,604,24,3.8%,0.0
450,France,IRELAND,DUBLIN,0,0,0,0,0,597579,599651,9153,8.9%,4,43,2.0%,"2,173","2,09",43,2.0%,0.0
13,Austria,CROATIA,ZAGREB,0,0,0,0,0,261,224,235,104.9%,23,14,5.4%,261,247,14,5.4%,0.0
1593,Spain,ALGERIA,ALGIERS,0,0,0,0,0,2121002,2128809,30903,41.6%,244,"16,739",28.1%,"59,479","40,683","16,739",28.1%,0.0
116,Belgium,PHILIPPINES,MANILA,0,0,0,0,0,152414,152810,2798,44.1%,3,501,8.5%,"5,882","5,264",501,8.5%,0.0
507,France,SOUTH AFRICA,JOHANNESBURG,4,4,0,0,0,673550,675908,10238,49.3%,8,627,2.4%,"25,853","24,939",627,2.4%,0.0
889,Italy,ANGOLA,LUANDA,0,0,0,0,0,1182691,1186965,17507,23.0%,0,137,11.7%,"1,173","1,036",137,11.7%,0.0
1865,Switzerland,NEW ZEALAND,WELLINGTON,0,0,0,0,0,2483531,2492703,36079,95.5%,0,0,0,247,247,0,0,0.0
488,France,PAKISTAN,ISLAMABAD,2,0,0,1,50.0%,648226,650489,9877,16.0%,43,2476,38.8%,"6,39","3,823","2,477",38.8%,0.0
942,Italy,GEORGIA,TBILISSI,0,0,0,0,0,1253330,1257871,18516,65.6%,1,34,8.5%,401,367,34,8.5%,0.0
1738,Spain,UNITED KINGDOM,LONDON,15,12,0,0,0,2314262,2322797,33662,3.9%,27,298,1.5%,"20,508","19,622",298,1.5%,0.0
425,France,ECUADOR,QUITO,2,2,0,0,0,564258,566205,8678,10.8%,0,663,13.3%,"4,996","4,255",663,13.3%,0.0
869,Hungary,TURKEY,ANKARA,0,0,0,0,0,1156034,1160208,17126,76.5%,5,330,4.6%,"7,13","6,8",330,4.6%,0.0
1577,Slovenia,INDIA,NEW DELHI,0,0,0,0,0,2099677,2107404,30599,97.1%,15,498,18.9%,"2,63","2,132",498,18.9%,0.0
1230,Netherlands,PORTUGAL,LISBON,0,0,0,0,0,1637185,1643171,23996,100.0%,0,0,0,2,2,0,0,0.0
933,Italy,DENMARK,COPENHAGEN,0,0,0,0,0,1241335,1245831,18344,33.3%,0,0,0,3,3,0,0,0.0
1548,Slovakia,POLAND,WARSAW,0,0,0,0,0,2061025,2068606,30047,100.0%,0,0,0,1,1,0,0,0.0
820,Hungary,CHINA,SHANGHAI,0,0,0,0,0,1090725,1094654,16194,36.1%,1,652,7.3%,"8,952","8,3",652,7.3%,0.0
1777,Sweden,ISRAEL,TEL AVIV,0,0,0,0,0,2366242,2374973,34404,10.8%,0,0,0,40,37,0,0,0.0
704,Germany,VENEZUELA,CARACAS,10,10,8,0,0,936117,939464,13987,97.2%,2,7,15.6%,55,48,7,12.7%,0.0
768,Greece,PERU,LIMA,0,0,0,0,0,1021418,1025086,15205,33.3%,0,0,0,3,3,0,0,0.0
888,Italy,ALGERIA,ALGIERS,0,0,0,0,0,1181358,1185628,17488,61.6%,321,9185,39.1%,"23,464","14,279","9,185",39.1%,0.0
1571,Slovenia,BULGARIA,SOFIA,0,0,0,0,0,2091680,2099376,30484,100.0%,0,0,0,6,6,0,0,0.0
931,Italy,CYPRUS,NICOSIA,1,1,0,0,0,1238669,1243155,18306,35.3%,0,53,5.2%,"1,012",959,53,5.2%,0.0
882,Hungary,VIETNAM,HO CHI MINH,0,0,0,0,0,1173361,1177600,17374,9.0%,1,210,13.0%,"1,616","1,406",210,13.0%,0.0
982,Italy,NIGERIA,ABUJA,0,0,0,0,0,1306644,1311385,19277,79.4%,70,8,1.0%,820,812,8,1.0%,0.0
868,Hungary,TUNISIA,TUNIS,0,0,0,0,0,1154701,1158871,17107,21.7%,5,96,24.8%,387,291,96,24.8%,0.0
711,Greece,ALBANIA,TIRANA,0,0,0,0,0,945447,948829,14120,61.2%,3,40,16.4%,244,204,40,16.4%,0.0
319,Finland,CROATIA,ZAGREB,0,0,0,0,0,422978,424393,6661,100.0%,0,0,0,5,5,0,0,0.0
1332,Norway,UKRAINE,KYIV,0,0,0,0,0,1773134,1779631,25937,77.0%,13,9,4.3%,209,200,9,4.3%,0.0
1424,Poland,UKRAINE,LUTSK,0,0,0,0,0,1895754,1902713,27687,84.9%,1,262,3.6%,"7,283","7,021",262,3.6%,0.0
1255,Netherlands,TAIWAN,TAIPEI,0,0,0,0,0,1670506,1676617,24471,100.0%,1,1,0.8%,122,117,1,0.8%,0.0
236,Denmark,BULGARIA,SOFIA,0,0,0,0,0,312354,313352,5081,78.9%,0,2,4.0%,50,38,2,4.0%,0.0
1890,Switzerland,TURKEY,ISTANBUL,0,0,0,0,0,2516852,2526149,36555,68.1%,153,1442,9.7%,"14,852","13,41","1,442",9.7%,0.0
1507,Portugal,TURKEY,ANKARA,0,0,0,0,0,2006379,2013754,29267,58.3%,7,27,3.0%,897,870,27,3.0%,0.0
434,France,GERMANY,FRANKFURT/MAIN,0,0,0,0,0,576254,578245,8849,16.7%,0,0,0,34,30,0,0,0.0
1874,Switzerland,SAUDI ARABIA,RIYADH,0,0,0,0,0,2495527,2504744,36250,95.9%,743,683,3.3%,"20,467","19,784",683,3.3%,0.0
295,Estonia,EGYPT,CAIRO,0,0,0,0,0,390990,392285,6204,34.3%,7,74,26.5%,279,205,74,26.5%,0.0
1727,Spain,SWITZERLAND,GENEVA,0,0,0,0,0,2299601,2308080,33453,20.0%,2,0,0,8,7,0,0,0.0
736,Greece,CUBA,HAVANA,0,0,0,0,0,978768,982275,14596,55.0%,0,15,5.8%,257,242,15,5.8%,0.0
