Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for,ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas
Spain,BRAZIL,SAO PAULO,3,3,,,,"2 150 324,11","2 158 241,68","31 321,74",15.9%,,50,15.5%,326,273,50,15.3%
Spain,BULGARIA,SOFIA,,,,,,"2 151 656,94","2 159 579,53","31 340,77",7.4%,2,9,3.0%,300,285,9,3.0%
Spain,CAMEROON,YAONDE,3,3,,,,"2 152 989,77","2 160 917,37","31 359,80",5.2%,11,848,49.1%,"1,731",861,848,49.0%
Spain,CANADA,MONTREAL,,,,,,"2 154 322,60","2 162 255,22","31 378,83",3.3%,3,9,1.7%,523,494,9,1.7%
Spain,CANADA,OTTAWA,,,,,,"2 155 655,43","2 163 593,07","31 397,86",3.6%,1,4,1.7%,234,226,4,1.7%
Spain,CANADA,TORONTO,,,,,,"2 156 988,26","2 164 930,91","31 416,89",2.2%,1,,,"1,243","1,207",,
Spain,CAPE VERDE,CIDADE DA PRAIA,,,,,,"2 158 321,09","2 166 268,76","31 435,91",25.5%,,358,32.6%,"1,097",679,358,32.6%
Spain,CHILE,SANTIAGO DE CHILE,4,4,,,,"2 159 653,91","2 167 606,60","31 454,94",5.4%,,100,19.0%,531,408,100,18.8%
Spain,CHINA,BEIJING,,,,,,"2 160 986,74","2 168 944,45","31 473,97",2.6%,1,"1,253",1.4%,"90,428","88,394","1,253",1.4%
Spain,CHINA,GUANGZHOU (CANTON),,,,,,"2 162 319,57","2 170 282,30","31 493,00",2.1%,1,"1,301",2.7%,49,"47,076","1,301",2.7%
Spain,CHINA,SHANGHAI,,,,,,"2 163 652,40","2 171 620,14","31 512,03",4.7%,175,"1,089",1.1%,"102,397","100,357","1,089",1.1%
Spain,COLOMBIA,BOGOTA,,,,,,"2 164 985,23","2 172 957,99","31 531,06",59.7%,,2,0.6%,321,318,2,0.6%
Spain,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,"2 166 318,06","2 174 295,84","31 550,09",9.8%,26,"1,092",50.7%,"2,152",932,"1,092",50.7%
Spain,COSTA RICA,SAN JOSE,2,2,,,,"2 167 650,89","2 175 633,68","31 569,11",22.1%,,2,2.0%,104,97,2,1.9%
Spain,COTE D'IVOIRE,ABIDJAN,1,1,,,,"2 168 983,71","2 176 971,53","31 588,14",16.2%,23,553,25.3%,"2,19","1,489",553,25.3%
Spain,CROATIA,ZAGREB,,,,,,"2 170 316,54","2 178 309,37","31 607,17",32.0%,,,,25,25,,
Spain,CUBA,HAVANA,44,43,,,,"2 171 649,37","2 179 647,22","31 626,20",5.6%,3,"2,902",16.0%,"18,138","14,701","2,902",16.0%
Spain,CYPRUS,NICOSIA,2,2,,,,"2 172 982,20","2 180 985,07","31 645,23",19.0%,,17,6.3%,270,249,17,6.3%
Spain,CZECH REPUBLIC,PRAGUE,,,,,,"2 174 315,03","2 182 322,91","31 664,26",100.0%,,,,1,1,,
Spain,DOMINICAN REPUBLIC,SANTO DOMINGO,5,4,,,,"2 175 647,86","2 183 660,76","31 683,29",29.1%,2,"8,363",28.2%,"29,639","21,038","8,363",28.2%
Spain,ECUADOR,GUAYAQUIL,27,23,,,,"2 176 980,69","2 184 998,60","31 702,31",27.0%,,"4,089",17.6%,"23,28","18,745","4,089",17.6%
Spain,ECUADOR,QUITO,3,3,,,,"2 178 313,51","2 186 336,45","31 721,34",19.1%,1,"4,217",15.7%,"26,866","22,231","4,217",15.7%
Spain,EGYPT,ALEXANDRIA,,,,,,"2 179 646,34","2 187 674,30","31 740,37",10.8%,2,920,24.4%,"3,773","2,817",920,24.4%
Spain,EGYPT,CAIRO,1,,,,,"2 180 979,17","2 189 012,14","31 759,40",3.2%,33,"1,948",17.0%,"11,467","8,694","1,948",17.0%
Spain,EL SALVADOR,SAN SALVADOR,,,,,,"2 182 312,00","2 190 349,99","31 778,43",24.3%,,,,69,70,,
Spain,EQUATORIAL GUINEA,BATA,63,62,,,,"2 183 644,83","2 191 687,84","31 797,46",14.5%,217,753,19.4%,"3,939","3,079",753,19.1%
Spain,EQUATORIAL GUINEA,MALABO,6,5,,,,"2 184 977,66","2 193 025,68","31 816,49",24.3%,"1,064","1,877",21.1%,"8,908","6,159","1,877",21.1%
Spain,ESTONIA,TALLINN,,,,,,"2 186 310,49","2 194 363,53","31 835,51",,,,,1,1,,
Spain,ETHIOPIA,ADDIS ABEBA,,,,,,"2 187 643,31","2 195 701,37","31 854,54",7.8%,14,199,20.3%,981,741,199,20.3%
Spain,FINLAND,HELSINKI,,,,,,"2 188 976,14","2 197 039,22","31 873,57",,,,,6,5,,
Spain,FRANCE,BORDEAUX,,,,,,"2 190 308,97","2 198 377,07","31 892,60",,,,,1,,,
Spain,FRANCE,LYON,,,,,,"2 191 641,80","2 199 714,91","31 911,63",,,,,,1,,
Spain,FRANCE,MARSEILLE,,,,,,"2 192 974,63","2 201 052,76","31 930,66",,,,,1,,,
Spain,FRANCE,PARIS,,,,,,"2 194 307,46","2 202 390,60","31 949,69",60.7%,3,,,246,237,,
Spain,GABON,LIBREVILLE,,,,,,"2 195 640,29","2 203 728,45","31 968,71",2.7%,,229,33.4%,686,452,229,33.4%
Spain,GERMANY,BERLIN,,,,,,"2 196 973,11","2 205 066,30","31 987,74",,,,,3,3,,
Spain,GERMANY,DUSSELDORF,,,,,,"2 198 305,94","2 206 404,14","32 006,77",,,,,9,8,,
Spain,GERMANY,FRANKFURT/MAIN,,,,,,"2 199 638,77","2 207 741,99","32 025,80",,1,,,5,5,,
Spain,GERMANY,HAMBURG,,,,,,"2 200 971,60","2 209 079,84","32 044,83",,4,,,7,7,,
Spain,GERMANY,MUNICH,,,,,,"2 202 304,43","2 210 417,68","32 063,86",,,,,2,2,,
Spain,GHANA,ACCRA,,,,,,"2 203 637,26","2 211 755,53","32 082,89",16.2%,31,"1,293",41.0%,"3,152","1,646","1,293",41.0%
Spain,GREECE,ATHENS,,,,,,"2 204 970,09","2 213 093,37","32 101,91",,1,,,13,12,,
Spain,GUATEMALA,GUATEMALA CITY,2,2,,,,"2 206 302,91","2 214 431,22","32 120,94",7.5%,1,,,143,137,,
Spain,GUINEA,CONAKRY,12,10,,,,"2 207 635,74","2 215 769,07","32 139,97",0.4%,,286,52.5%,557,235,286,51.3%
Spain,GUINEA-BISSAU,BISSAU,14,9,,4,28.6%,"2 208 968,57","2 217 106,91","32 159,00",10.9%,4,407,29.4%,"1,397",900,411,29.4%
Spain,HAITI,PORT AU PRINCE,28,15,,13,46.4%,"2 210 301,40","2 218 444,76","32 178,03",22.3%,,321,27.8%,"1,181",805,334,28.3%
Spain,HONDURAS,TEGUCIGALPA,1,1,,,,"2 211 634,23","2 219 782,60","32 197,06",11.1%,,,,30,28,,
Spain,HONG KONG S.A.R.,HONG KONG,,,,,,"2 212 967,06","2 221 120,45","32 216,09",21.6%,,15,1.1%,"1,318","1,298",15,1.1%
Spain,HUNGARY,BUDAPEST,3,3,,,,"2 214 299,89","2 222 458,30","32 235,11",,,,,5,4,,
Spain,INDIA,MUMBAI,7,7,,,,"2 215 632,71","2 223 796,14","32 254,14",1.1%,1,"2,07",5.1%,"40,965","38,846","2,07",5.1%
Spain,INDIA,NEW DELHI,1,1,,,,"2 216 965,54","2 225 133,99","32 273,17",3.6%,8,"3,089",11.7%,"26,291","22,564","3,089",11.7%
Spain,INDONESIA,JAKARTA,,,,,,"2 218 298,37","2 226 471,84","32 292,20",1.1%,6,416,2.6%,"16,126","15,604",416,2.6%
Spain,IRAN,TEHERAN,,,,,,"2 219 631,20","2 227 809,68","32 311,23",5.7%,65,"7,581",32.6%,"23,219","14,714","7,581",32.6%
Spain,IRAQ,BAGHDAD,,,,,,"2 220 964,03","2 229 147,53","32 330,26",40.2%,9,58,4.3%,"1,352","1,193",58,4.3%
Spain,IRELAND,DUBLIN,1,,,,,"2 222 296,86","2 230 485,37","32 349,29",10.8%,8,23,0.8%,"2,748","2,61",23,0.8%
Spain,ISRAEL,JERUSALEM,8,7,,1,12.5%,"2 223 629,69","2 231 823,22","32 368,31",14.5%,67,787,14.7%,"5,36","3,979",788,14.7%
Spain,ISRAEL,TEL AVIV,2,2,,,,"2 224 962,51","2 233 161,07","32 387,34",13.6%,4,9,1.6%,570,549,9,1.6%
Spain,ITALY,MILAN,,,,,,"2 226 295,34","2 234 498,91","32 406,37",,,,,9,8,,
Spain,ITALY,ROME,5,5,,,,"2 227 628,17","2 235 836,76","32 425,40",,2,,,18,18,,
Spain,JAMAICA,KINGSTON,7,7,,,,"2 228 961,00","2 237 174,60","32 444,43",16.5%,,46,1.6%,"2,936","2,855",46,1.6%
Spain,JAPAN,TOKYO,,,,,,"2 230 293,83","2 238 512,45","32 463,46",0.6%,,65,4.3%,"1,509","1,405",65,4.3%
Spain,JORDAN,AMMAN,,,,,,"2 231 626,66","2 239 850,30","32 482,49",10.5%,116,"1,009",13.1%,"7,68","6,171","1,009",13.1%
Spain,KAZAKHSTAN,ASTANA,,,,,,"2 232 959,49","2 241 188,14","32 501,51",7.4%,4,201,1.5%,"13,131","12,875",201,1.5%
Spain,KENYA,NAIROBI,,,,,,"2 234 292,31","2 242 525,99","32 520,54",3.5%,14,370,9.4%,"3,927","3,507",370,9.4%
Spain,KUWAIT,KUWAIT,,,,,,"2 235 625,14","2 243 863,84","32 539,57",82.3%,41,"2,012",8.2%,"24,464","22,225","2,012",8.2%
Spain,LEBANON,BEIRUT,,,,,,"2 236 957,97","2 245 201,68","32 558,60",9.2%,209,"1,65",9.7%,"17,055","14,916","1,65",9.7%
Spain,MALAYSIA,KUALA LUMPUR,,,,,,"2 238 290,80","2 246 539,53","32 577,63",4.1%,,5,0.8%,632,604,5,0.8%
Spain,MALI,BAMAKO,5,3,,2,40.0%,"2 239 623,63","2 247 877,37","32 596,66",33.6%,43,396,26.5%,"1,502","1,062",398,26.5%
Spain,MALTA,VALETTA,,,,,,"2 240 956,46","2 249 215,22","32 615,69",20.0%,,,,5,5,,
Spain,MAURITANIA,NOUAKCHOTT,2,2,,,,"2 242 289,29","2 250 553,07","32 634,71",43.4%,61,"1,583",16.9%,"9,353","6,967","1,583",16.9%
Spain,MEXICO,GUADALAJARA,6,5,,,,"2 243 622,11","2 251 890,91","32 653,74",2.1%,,,,148,150,,
Spain,MEXICO,MEXICO CITY,4,3,,,,"2 244 954,94","2 253 228,76","32 672,77",5.6%,,35,10.5%,336,288,35,10.4%
Spain,MEXICO,MONTERREY,,,,,,"2 246 287,77","2 254 566,60","32 691,80",2.5%,,9,9.2%,98,80,9,9.2%
Spain,MOROCCO,AGADIR,,,,,,"2 247 620,60","2 255 904,45","32 710,83",40.6%,31,"2,515",22.8%,"11,028","8,004","2,515",22.8%
Spain,MOROCCO,CASABLANCA,2,2,,,,"2 248 953,43","2 257 242,30","32 729,86",32.6%,66,"4,911",7.8%,"63,316","55,751","4,911",7.8%
Spain,MOROCCO,NADOR,,,,,,"2 250 286,26","2 258 580,14","32 748,89",29.2%,698,"10,808",40.2%,"26,866","14,117","10,808",40.2%
Spain,MOROCCO,RABAT,,,,,,"2 251 619,09","2 259 917,99","32 767,91",36.0%,64,"5,992",25.7%,"23,342","16,441","5,992",25.7%
Spain,MOROCCO,TANGER,1,,,,,"2 252 951,91","2 261 255,84","32 786,94",51.1%,219,"7,011",11.5%,"60,925","52,179","7,011",11.5%
Spain,MOROCCO,TETOUAN,,,,,,"2 254 284,74","2 262 593,68","32 805,97",35.8%,300,"2,283",14.7%,"15,494","12,21","2,283",14.7%
Spain,MOZAMBIQUE,MAPUTO,1,1,,,,"2 255 617,57","2 263 931,53","32 825,00",7.2%,1,54,4.7%,"1,156","1,039",54,4.7%
Spain,NAMIBIA,WINDHOEK,,,,,,"2 256 950,40","2 265 269,37","32 844,03",13.1%,2,40,2.8%,"1,425","1,341",40,2.8%
Spain,NETHERLANDS,AMSTERDAM,,,,,,"2 258 283,23","2 266 607,22","32 863,06",,,,,4,4,,
Spain,NEW ZEALAND,WELLINGTON,,,,,,"2 259 616,06","2 267 945,07","32 882,09",4.7%,,3,1.5%,198,233,3,1.5%
Spain,NICARAGUA,MANAGUA,1,1,,,,"2 260 948,89","2 269 282,91","32 901,11",26.1%,,,,29,24,,
Spain,NIGER,NIAMEY,2,1,,1,50.0%,"2 262 281,71","2 270 620,76","32 920,14",33.4%,24,131,15.6%,842,689,132,15.7%
Spain,NIGERIA,ABUJA,1,1,,,,"2 263 614,54","2 271 958,60","32 939,17",6.5%,8,,,129,116,,
Spain,NIGERIA,LAGOS,6,4,,1,16.7%,"2 264 947,37","2 273 296,45","32 958,20",3.3%,35,"3,515",53.7%,"6,554","2,791","3,516",53.6%
Spain,NORTH MACEDONIA,SKOPJE,,,,,,"2 266 280,20","2 274 634,30","32 977,23",,103,8,5.8%,139,125,8,5.8%
Spain,NORWAY,OSLO,,,,,,"2 267 613,03","2 275 972,14","32 996,26",,,,,7,7,,
Spain,OMAN,MUSCAT,,,,,,"2 268 945,86","2 277 309,99","33 015,29",26.7%,59,278,3.3%,"8,419","7,919",278,3.3%
Spain,PAKISTAN,ISLAMABAD,33,26,,6,18.2%,"2 270 278,69","2 278 647,84","33 034,31",13.7%,16,"3,908",38.6%,"10,147","5,587","3,914",38.6%
Spain,PANAMA,PANAMA CITY,1,1,,,,"2 271 611,51","2 279 985,68","33 053,34",20.5%,,17,2.7%,625,557,17,2.7%
Spain,PARAGUAY,ASUNCION,3,4,,,,"2 272 944,34","2 281 323,53","33 072,37",13.2%,,6,14.3%,45,42,6,13.3%
Spain,PERU,LIMA,,,,,,"2 274 277,17","2 282 661,37","33 091,40",38.3%,,1,0.4%,272,248,1,0.4%
Spain,PHILIPPINES,MANILA,1,1,,,,"2 275 610,00","2 283 999,22","33 110,43",15.6%,8,"1,426",7.3%,"19,411","17,881","1,426",7.3%
Spain,POLAND,WARSAW,,,,,,"2 276 942,83","2 285 337,07","33 129,46",,,2,20.0%,10,8,2,20.0%
Spain,PORTUGAL,LISBON,,,,,,"2 278 275,66","2 286 674,91","33 148,49",,,,,8,8,,
Spain,QATAR,DOHA,,,,,,"2 279 608,49","2 288 012,76","33 167,51",43.4%,140,340,4.5%,"7,531","6,812",340,4.5%
Spain,ROMANIA,BUCHAREST,1,,,,,"2 280 941,31","2 289 350,60","33 186,54",15.0%,,23,6.0%,385,353,23,6.0%
Spain,RUSSIAN FEDERATION,MOSCOW,2,2,,,,"2 282 274,14","2 290 688,45","33 205,57",91.9%,108,"6,563",1.4%,"484,237","477,429","6,563",1.4%
Spain,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"2 283 606,97","2 292 026,30","33 224,60",60.4%,4,64,0.3%,"19,973","19,806",64,0.3%
Spain,SAUDI ARABIA,RIYADH,,,,,,"2 284 939,80","2 293 364,14","33 243,63",81.6%,573,966,2.4%,"40,181","36,619",966,2.4%
Spain,SENEGAL,DAKAR,8,3,,5,62.5%,"2 286 272,63","2 294 701,99","33 262,66",8.4%,4,"3,658",43.8%,"8,365","4,246","3,663",43.8%
Spain,SERBIA,BELGRADE,,,,,,"2 287 605,46","2 296 039,84","33 281,69",2.0%,,11,4.1%,268,250,11,4.1%
Spain,SINGAPORE,SINGAPORE,,,,,,"2 288 938,29","2 297 377,68","33 300,71",12.7%,,55,2.0%,"2,779","2,704",55,2.0%
Spain,SLOVAKIA,BRATISLAVA,,,,,,"2 290 271,11","2 298 715,53","33 319,74",100.0%,,,,2,2,,
Spain,SOUTH AFRICA,CAPE TOWN,3,3,,,,"2 291 603,94","2 300 053,37","33 338,77",6.6%,,163,1.8%,"9,142","8,879",163,1.8%
Spain,SOUTH AFRICA,PRETORIA,3,3,,,,"2 292 936,77","2 301 391,22","33 357,80",14.6%,20,119,0.9%,"12,683","12,4",119,0.9%
Spain,SOUTH KOREA,SEOUL,2,2,,,,"2 294 269,60","2 302 729,07","33 376,83",1.0%,,10,3.0%,334,311,10,3.0%
Spain,SUDAN,KHARTOUM,,,,,,"2 295 602,43","2 304 066,91","33 395,86",9.6%,14,438,31.3%,"1,399",877,438,31.3%
Spain,SWEDEN,STOCKHOLM,1,1,,,,"2 296 935,26","2 305 404,76","33 414,89",,,,,2,2,,
Spain,SWITZERLAND,BERN,,,,,,"2 298 268,09","2 306 742,60","33 433,91",,,,,1,1,,
Spain,SWITZERLAND,GENEVA,,,,,,"2 299 600,91","2 308 080,45","33 452,94",20.0%,2,,,8,7,,
Spain,SWITZERLAND,ZURICH,,,,,,"2 300 933,74","2 309 418,30","33 471,97",,,,,2,2,,
Spain,TANZANIA,DAR ES SALAAM,,,,,,"2 302 266,57","2 310 756,14","33 491,00",5.0%,3,142,16.0%,889,707,142,16.0%
Spain,THAILAND,BANGKOK,,,,,,"2 303 599,40","2 312 093,99","33 510,03",3.4%,33,189,1.4%,"13,218","12,961",189,1.4%
Spain,TRINIDAD AND TOBAGO,PORT OF SPAIN,3,4,,,,"2 304 932,23","2 313 431,84","33 529,06",47.9%,,1,0.7%,144,144,1,0.7%
Spain,TUNISIA,TUNIS,1,,,,,"2 306 265,06","2 314 769,68","33 548,09",18.6%,30,"1,931",20.2%,"9,554","7,204","1,931",20.2%
Spain,TURKEY,ANKARA,,,,,,"2 307 597,89","2 316 107,53","33 567,11",16.3%,14,"1,64",15.8%,"10,364","8,376","1,64",15.8%
Spain,TURKEY,ISTANBUL,6,6,,,,"2 308 930,71","2 317 445,37","33 586,14",26.2%,5,791,2.4%,"33,513","32,271",791,2.4%
Spain,UKRAINE,KYIV,2,1,,,,"2 310 263,54","2 318 783,22","33 605,17",13.4%,4,334,10.4%,"3,223","2,824",334,10.4%
Spain,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"2 311 596,37","2 320 121,07","33 624,20",10.1%,453,"2,751",13.8%,"19,999","16,385","2,751",13.8%
Spain,UNITED KINGDOM,EDINBURGH,,,,,,"2 312 929,20","2 321 458,91","33 643,23",1.4%,3,72,1.4%,"5,084","4,774",72,1.4%
Spain,UNITED KINGDOM,LONDON,15,12,,,,"2 314 262,03","2 322 796,76","33 662,26",3.9%,27,298,1.5%,"20,508","19,622",298,1.5%
Spain,URUGUAY,MONTEVIDEO,,,,,,"2 315 594,86","2 324 134,60","33 681,29",3.8%,,,,79,80,,
Spain,USA,"BOSTON, MA",,,,,,"2 316 927,69","2 325 472,45","33 700,31",1.4%,,,,"1,154","1,155",,
Spain,USA,"CHICAGO, IL",,,,,,"2 318 260,51","2 326 810,30","33 719,34",7.4%,,10,0.5%,"1,887","1,839",10,0.5%
Spain,USA,"HOUSTON, TX",1,1,,,,"2 319 593,34","2 328 148,14","33 738,37",9.6%,,6,0.6%,"1,076","1,041",6,0.6%
Spain,USA,"LOS ANGELES, CA",,,,,,"2 320 926,17","2 329 485,99","33 757,40",11.2%,,,,"1,648","1,624",,
Spain,USA,"MIAMI, FL",,,,,,"2 322 259,00","2 330 823,84","33 776,43",2.9%,,20,0.4%,"4,748","4,718",20,0.4%
Spain,USA,"NEW YORK, NY",,,,,,"2 323 591,83","2 332 161,68","33 795,46",5.7%,79,201,2.0%,"9,904","9,483",201,2.0%
Spain,USA,"SAN FRANCISCO, CA",1,1,,,,"2 324 924,66","2 333 499,53","33 814,49",3.3%,1,,,"2,109","2,104",,
Spain,USA,"SAN JUAN, PR",,,,,,"2 326 257,49","2 334 837,37","33 833,51",4.3%,,,,120,116,,
Spain,USA,"WASHINGTON, DC",5,5,,,,"2 327 590,31","2 336 175,22","33 852,54",5.3%,1,,,"1,905","1,887",,
Spain,VENEZUELA,CARACAS,3,1,,1,33.3%,"2 328 923,14","2 337 513,07","33 871,57",14.4%,,49,34.3%,146,91,50,34.2%
Spain,VIETNAM,HANOI,,,,,,"2 330 255,97","2 338 850,91","33 890,60",2.2%,2,239,9.1%,"2,62","2,277",239,9.1%
Spain,ZIMBABWE,HARARE,,,,,,"2 331 588,80","2 340 188,76","33 909,63",6.6%,,7,1.2%,608,591,7,1.2%
Sweden,AFGHANISTAN,KABUL,,,,,,"2 332 921,63","2 341 526,60","33 928,66",14.3%,,3,8.6%,35,21,3,8.6%
Sweden,ALGERIA,ALGIERS,,,,,,"2 334 254,46","2 342 864,45","33 947,69",,,,,5,,,
Sweden,ARGENTINA,BUENOS AIRES,,,,,,"2 335 587,29","2 344 202,30","33 966,71",,,,,1,,,
Sweden,AUSTRALIA,CANBERRA,,,,,,"2 336 920,11","2 345 540,14","33 985,74",71.4%,,,,10,7,,
Sweden,BANGLADESH,DHAKA,4,3,,,,"2 338 252,94","2 346 877,99","34 004,77",22.3%,56,"2,637",37.5%,"7,029","4,296","2,637",37.5%
Sweden,BOLIVIA,LA PAZ,,,,,,"2 339 585,77","2 348 215,84","34 023,80",,,,,6,,,
Sweden,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,"2 340 918,60","2 349 553,68","34 042,83",45.5%,,2,15.4%,13,11,2,15.4%
Sweden,CHILE,SANTIAGO DE CHILE,,,,,,"2 342 251,43","2 350 891,53","34 061,86",37.2%,1,2,4.2%,48,44,2,4.2%
Sweden,CHINA,BEIJING,,,,,,"2 343 584,26","2 352 229,37","34 080,89",5.0%,115,"1,991",3.4%,"59,036","56,421","1,991",3.4%
Sweden,CHINA,SHANGHAI,,,,,,"2 344 917,09","2 353 567,22","34 099,91",7.8%,100,452,1.6%,"28,9","28,159",452,1.6%
Sweden,COLOMBIA,BOGOTA,,,,,,"2 346 249,91","2 354 905,07","34 118,94",35.2%,3,245,19.0%,"1,29",982,245,19.0%
Sweden,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,"2 347 582,74","2 356 242,91","34 137,97",100.0%,6,,,54,7,,
Sweden,CROATIA,ZAGREB,,,,,,"2 348 915,57","2 357 580,76","34 157,00",,,,,1,,,
Sweden,CUBA,HAVANA,,,,,,"2 350 248,40","2 358 918,60","34 176,03",5.3%,14,275,17.7%,"1,557","1,253",275,17.7%
Sweden,EGYPT,CAIRO,,,,,,"2 351 581,23","2 360 256,45","34 195,06",25.0%,23,"1,248",44.2%,"2,824","1,526","1,248",44.2%
Sweden,ETHIOPIA,ADDIS ABEBA,1,1,,,,"2 352 914,06","2 361 594,30","34 214,09",5.7%,35,441,17.9%,"2,47","1,903",441,17.9%
Sweden,FRANCE,PARIS,,,,,,"2 354 246,89","2 362 932,14","34 233,11",,,,,6,,,
Sweden,GERMANY,BERLIN,,,,,,"2 355 579,71","2 364 269,99","34 252,14",,,,,23,,,
Sweden,GREECE,ATHENS,,,,,,"2 356 912,54","2 365 607,84","34 271,17",,,,,14,,,
Sweden,GUATEMALA,GUATEMALA CITY,,,,,,"2 358 245,37","2 366 945,68","34 290,20",75.0%,,,,25,16,,
Sweden,INDIA,NEW DELHI,,,,,,"2 359 578,20","2 368 283,53","34 309,23",40.8%,117,"1,943",7.9%,"24,707","22,208","1,943",7.9%
Sweden,INDONESIA,JAKARTA,,,,,,"2 360 911,03","2 369 621,37","34 328,26",52.4%,88,54,1.8%,"3,018","2,899",54,1.8%
Sweden,IRAN,TEHERAN,,,,,,"2 362 243,86","2 370 959,22","34 347,29",28.4%,98,"5,121",32.8%,"15,612","8,23","5,121",32.8%
Sweden,IRAQ,BAGHDAD,,,,,,"2 363 576,69","2 372 297,07","34 366,31",34.8%,,,,199,187,,
Sweden,ISRAEL,JERUSALEM,,,,,,"2 364 909,51","2 373 634,91","34 385,34",17.2%,13,188,24.9%,756,454,188,24.9%
Sweden,ISRAEL,TEL AVIV,,,,,,"2 366 242,34","2 374 972,76","34 404,37",10.8%,,,,40,37,,
Sweden,ITALY,ROME,,,,,,"2 367 575,17","2 376 310,60","34 423,40",,,,,21,,,
Sweden,JAPAN,TOKYO,,,,,,"2 368 908,00","2 377 648,45","34 442,43",49.4%,7,12,3.2%,374,327,12,3.2%
Sweden,JORDAN,AMMAN,,,,,,"2 370 240,83","2 378 986,30","34 461,46",16.6%,151,927,30.1%,"3,075","1,944",927,30.1%
Sweden,KENYA,NAIROBI,,,,,,"2 371 573,66","2 380 324,14","34 480,49",14.2%,26,465,25.6%,"1,817","1,304",465,25.6%
Sweden,LEBANON,BEIRUT,,,,,,"2 372 906,49","2 381 661,99","34 499,51",25.1%,116,892,38.8%,"2,297","1,313",892,38.8%
Sweden,LIBERIA,MONROVIA,,,,,,"2 374 239,31","2 382 999,84","34 518,54",8.1%,,,,78,74,,
Sweden,MALI,BAMAKO,,,,,,"2 375 572,14","2 384 337,68","34 537,57",,,,,4,,,
Sweden,MEXICO,MEXICO CITY,,,,,,"2 376 904,97","2 385 675,53","34 556,60",,,,,3,,,
Sweden,MOROCCO,RABAT,,,,,,"2 378 237,80","2 387 013,37","34 575,63",42.9%,44,847,31.6%,"2,684","1,727",847,31.6%
Sweden,MOZAMBIQUE,MAPUTO,,,,,,"2 379 570,63","2 388 351,22","34 594,66",,,,,20,,,
Sweden,NIGERIA,ABUJA,,,,,,"2 380 903,46","2 389 689,07","34 613,69",9.7%,14,"2,002",65.9%,"3,039",938,"2,002",65.9%
Sweden,NORTH KOREA,PYONGYANG,,,,,,"2 382 236,29","2 391 026,91","34 632,71",7.1%,7,,,192,133,,
Sweden,NORTH MACEDONIA,SKOPJE,,,,,,"2 383 569,11","2 392 364,76","34 651,74",34.6%,"6,807","2,235",25.0%,"8,951","6,859","2,235",25.0%
Sweden,PAKISTAN,ISLAMABAD,,,,,,"2 384 901,94","2 393 702,60","34 670,77",9.8%,32,"1,557",40.8%,"3,819","2,049","1,557",40.8%
Sweden,ROMANIA,BUCHAREST,,,,,,"2 386 234,77","2 395 040,45","34 689,80",42.9%,,2,1.9%,105,98,2,1.9%
Sweden,RUSSIAN FEDERATION,MOSCOW,,,,,,"2 387 567,60","2 396 378,30","34 708,83",68.2%,92,391,1.7%,"22,46","21,695",391,1.7%
Sweden,SAUDI ARABIA,RIYADH,,,,,,"2 388 900,43","2 397 716,14","34 727,86",75.2%,121,769,25.5%,"3,012","2,073",769,25.5%
Sweden,SERBIA,BELGRADE,,,,,,"2 390 233,26","2 399 053,99","34 746,89",66.7%,1,4,8.2%,49,25,4,8.2%
Sweden,SINGAPORE,SINGAPORE,,,,,,"2 391 566,09","2 400 391,84","34 765,91",,,,,7,,,
Sweden,SOUTH AFRICA,PRETORIA,,,,,,"2 392 898,91","2 401 729,68","34 784,94",68.5%,41,104,2.3%,"4,606","4,342",104,2.3%
Sweden,SOUTH KOREA,SEOUL,,,,,,"2 394 231,74","2 403 067,53","34 803,97",19.6%,,35,13.2%,266,204,35,13.2%
Sweden,SPAIN,MADRID,,,,,,"2 395 564,57","2 404 405,37","34 823,00",,,,,48,,,
Sweden,SUDAN,KHARTOUM,,,,,,"2 396 897,40","2 405 743,22","34 842,03",,,,,19,,,
Sweden,TANZANIA,DAR ES SALAAM,,,,,,"2 398 230,23","2 407 081,07","34 861,06",4.9%,,72,6.2%,"1,168",930,72,6.2%
Sweden,THAILAND,BANGKOK,,,,,,"2 399 563,06","2 408 418,91","34 880,09",18.8%,49,"1,819",10.4%,"17,516","15,315","1,819",10.4%
Sweden,TURKEY,ANKARA,,,,,,"2 400 895,89","2 409 756,76","34 899,11",67.2%,33,"1,005",22.4%,"4,481","3,356","1,005",22.4%
Sweden,TURKEY,ISTANBUL,,,,,,"2 402 228,71","2 411 094,60","34 918,14",80.6%,101,694,8.3%,"8,404","7,627",694,8.3%
